issue,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
第525回,2023-06-02,0.195122,0.170732,0.152439,0.207317,0.134146,0.176829,0.195122,0.189024,0.231707,0.176829,0.195122,0.25,0.195122,0.20122,0.20122,0.176829,0.189024,0.25,0.20122,0.20122,0.134146,0.231707,0.182927,0.134146,0.158537,0.176829,0.146341,0.195122,0.237805,0.189024,0.152439,0.164634,0.182927,0.256098,0.213415,0.20122,0.152439
第524回,2023-05-26,0.193939,0.169697,0.151515,0.212121,0.133333,0.175758,0.193939,0.187879,0.230303,0.175758,0.193939,0.248485,0.193939,0.2,0.2,0.175758,0.193939,0.248485,0.2,0.2,0.133333,0.236364,0.181818,0.133333,0.157576,0.175758,0.151515,0.193939,0.242424,0.187879,0.157576,0.163636,0.181818,0.260606,0.212121,0.2,0.151515
第523回,2023-05-19,0.192771,0.168675,0.156627,0.210843,0.13253,0.174699,0.192771,0.186747,0.228916,0.174699,0.192771,0.246988,0.192771,0.198795,0.198795,0.174699,0.198795,0.246988,0.204819,0.198795,0.13253,0.23494,0.180723,0.13253,0.156627,0.174699,0.156627,0.198795,0.240964,0.186747,0.156627,0.168675,0.180723,0.259036,0.216867,0.198795,0.150602
第522回,2023-05-12,0.197605,0.167665,0.155689,0.209581,0.131737,0.173653,0.191617,0.185629,0.227545,0.179641,0.191617,0.251497,0.191617,0.197605,0.197605,0.173653,0.197605,0.245509,0.209581,0.197605,0.131737,0.239521,0.179641,0.131737,0.161677,0.173653,0.155689,0.197605,0.239521,0.185629,0.155689,0.167665,0.179641,0.257485,0.215569,0.197605,0.155689
第521回,2023-05-05,0.196429,0.166667,0.154762,0.208333,0.130952,0.172619,0.190476,0.184524,0.22619,0.178571,0.190476,0.25,0.190476,0.196429,0.196429,0.172619,0.196429,0.244048,0.208333,0.196429,0.136905,0.238095,0.178571,0.136905,0.166667,0.172619,0.160714,0.196429,0.238095,0.190476,0.154762,0.166667,0.184524,0.255952,0.214286,0.202381,0.154762
第520回,2023-04-28,0.195266,0.16568,0.153846,0.207101,0.130178,0.171598,0.189349,0.183432,0.230769,0.177515,0.189349,0.248521,0.189349,0.195266,0.195266,0.171598,0.195266,0.242604,0.207101,0.195266,0.136095,0.242604,0.177515,0.136095,0.171598,0.171598,0.159763,0.201183,0.236686,0.189349,0.153846,0.16568,0.189349,0.260355,0.213018,0.201183,0.159763
第519回,2023-04-21,0.2,0.170588,0.152941,0.205882,0.129412,0.170588,0.188235,0.188235,0.229412,0.176471,0.188235,0.247059,0.188235,0.2,0.194118,0.170588,0.2,0.241176,0.205882,0.194118,0.141176,0.241176,0.176471,0.135294,0.170588,0.170588,0.158824,0.2,0.235294,0.188235,0.152941,0.164706,0.188235,0.264706,0.211765,0.2,0.158824
第518回,2023-04-14,0.19883,0.169591,0.152047,0.204678,0.134503,0.169591,0.187135,0.192982,0.22807,0.175439,0.192982,0.245614,0.187135,0.19883,0.192982,0.169591,0.19883,0.239766,0.204678,0.192982,0.140351,0.239766,0.175439,0.140351,0.169591,0.169591,0.157895,0.19883,0.233918,0.192982,0.152047,0.169591,0.187135,0.263158,0.210526,0.204678,0.157895
第517回,2023-04-07,0.197674,0.168605,0.156977,0.203488,0.133721,0.174419,0.186047,0.19186,0.226744,0.180233,0.19186,0.244186,0.186047,0.197674,0.19186,0.174419,0.197674,0.238372,0.203488,0.19186,0.139535,0.238372,0.174419,0.139535,0.168605,0.174419,0.156977,0.197674,0.238372,0.19186,0.156977,0.168605,0.186047,0.261628,0.209302,0.203488,0.156977
第516回,2023-03-31,0.196532,0.16763,0.156069,0.202312,0.132948,0.17341,0.190751,0.190751,0.225434,0.179191,0.190751,0.248555,0.184971,0.196532,0.196532,0.179191,0.196532,0.242775,0.202312,0.190751,0.138728,0.236994,0.17341,0.138728,0.17341,0.17341,0.156069,0.196532,0.236994,0.190751,0.156069,0.16763,0.184971,0.260116,0.208092,0.208092,0.156069
第515回,2023-03-24,0.195402,0.166667,0.16092,0.201149,0.132184,0.172414,0.189655,0.189655,0.224138,0.178161,0.189655,0.247126,0.183908,0.195402,0.201149,0.178161,0.201149,0.241379,0.201149,0.189655,0.137931,0.241379,0.172414,0.137931,0.172414,0.178161,0.16092,0.201149,0.235632,0.189655,0.155172,0.166667,0.183908,0.258621,0.206897,0.206897,0.155172
第514回,2023-03-17,0.2,0.165714,0.16,0.2,0.137143,0.171429,0.188571,0.188571,0.222857,0.182857,0.188571,0.245714,0.182857,0.194286,0.2,0.177143,0.205714,0.24,0.2,0.194286,0.137143,0.24,0.171429,0.137143,0.171429,0.177143,0.165714,0.2,0.234286,0.188571,0.154286,0.165714,0.182857,0.257143,0.205714,0.205714,0.16
第513回,2023-03-10,0.204545,0.164773,0.159091,0.204545,0.136364,0.170455,0.1875,0.1875,0.221591,0.1875,0.1875,0.244318,0.1875,0.193182,0.204545,0.176136,0.204545,0.238636,0.204545,0.193182,0.136364,0.238636,0.170455,0.136364,0.170455,0.176136,0.164773,0.198864,0.232955,0.1875,0.153409,0.164773,0.181818,0.255682,0.204545,0.204545,0.164773
第512回,2023-03-03,0.20339,0.163842,0.158192,0.20339,0.141243,0.169492,0.19209,0.186441,0.220339,0.186441,0.186441,0.242938,0.186441,0.19209,0.20339,0.175141,0.20904,0.237288,0.20339,0.19209,0.135593,0.242938,0.169492,0.135593,0.175141,0.180791,0.163842,0.20339,0.231638,0.186441,0.152542,0.163842,0.180791,0.254237,0.20339,0.20339,0.163842
第511回,2023-02-24,0.207865,0.162921,0.157303,0.202247,0.140449,0.168539,0.191011,0.185393,0.224719,0.185393,0.185393,0.241573,0.185393,0.196629,0.202247,0.174157,0.207865,0.235955,0.202247,0.191011,0.134831,0.241573,0.168539,0.140449,0.174157,0.179775,0.162921,0.207865,0.230337,0.185393,0.151685,0.162921,0.179775,0.252809,0.202247,0.207865,0.168539
第510回,2023-02-17,0.206704,0.162011,0.162011,0.201117,0.145251,0.167598,0.189944,0.184358,0.22905,0.184358,0.189944,0.240223,0.184358,0.195531,0.201117,0.173184,0.212291,0.234637,0.201117,0.189944,0.134078,0.240223,0.167598,0.139665,0.173184,0.178771,0.162011,0.206704,0.22905,0.184358,0.150838,0.162011,0.184358,0.251397,0.201117,0.206704,0.173184
第509回,2023-02-10,0.205556,0.161111,0.161111,0.2,0.144444,0.166667,0.188889,0.183333,0.227778,0.188889,0.188889,0.238889,0.183333,0.2,0.2,0.172222,0.211111,0.233333,0.2,0.188889,0.133333,0.244444,0.166667,0.138889,0.172222,0.183333,0.166667,0.205556,0.227778,0.183333,0.15,0.166667,0.188889,0.25,0.2,0.205556,0.172222
第508回,2023-02-03,0.209945,0.160221,0.160221,0.198895,0.149171,0.171271,0.187845,0.18232,0.232044,0.187845,0.187845,0.237569,0.18232,0.198895,0.198895,0.176796,0.209945,0.232044,0.198895,0.187845,0.132597,0.243094,0.165746,0.138122,0.171271,0.187845,0.165746,0.20442,0.226519,0.18232,0.154696,0.165746,0.187845,0.248619,0.198895,0.20442,0.171271
第507回,2023-01-27,0.208791,0.159341,0.159341,0.203297,0.148352,0.17033,0.186813,0.181319,0.230769,0.186813,0.186813,0.236264,0.181319,0.197802,0.197802,0.175824,0.208791,0.230769,0.203297,0.186813,0.131868,0.241758,0.164835,0.137363,0.175824,0.192308,0.164835,0.203297,0.225275,0.186813,0.153846,0.17033,0.186813,0.247253,0.197802,0.208791,0.17033
第506回,2023-01-20,0.20765,0.15847,0.15847,0.202186,0.147541,0.169399,0.185792,0.185792,0.229508,0.185792,0.185792,0.234973,0.180328,0.202186,0.196721,0.174863,0.20765,0.229508,0.20765,0.185792,0.131148,0.245902,0.163934,0.136612,0.174863,0.191257,0.163934,0.202186,0.229508,0.185792,0.15847,0.169399,0.185792,0.245902,0.196721,0.20765,0.174863
第505回,2023-01-13,0.206522,0.157609,0.157609,0.201087,0.146739,0.168478,0.184783,0.184783,0.233696,0.190217,0.184783,0.23913,0.179348,0.201087,0.201087,0.179348,0.206522,0.228261,0.206522,0.184783,0.130435,0.244565,0.163043,0.13587,0.173913,0.190217,0.163043,0.206522,0.228261,0.184783,0.157609,0.168478,0.184783,0.244565,0.195652,0.211957,0.173913
第504回,2023-01-06,0.210811,0.156757,0.162162,0.205405,0.151351,0.172973,0.183784,0.183784,0.232432,0.189189,0.183784,0.237838,0.178378,0.2,0.2,0.178378,0.205405,0.227027,0.205405,0.183784,0.12973,0.243243,0.162162,0.135135,0.172973,0.189189,0.162162,0.205405,0.232432,0.183784,0.162162,0.167568,0.183784,0.243243,0.194595,0.210811,0.172973
第503回,2022-12-30,0.209677,0.155914,0.16129,0.204301,0.155914,0.172043,0.188172,0.188172,0.231183,0.188172,0.182796,0.236559,0.182796,0.198925,0.198925,0.177419,0.204301,0.225806,0.204301,0.182796,0.129032,0.241935,0.166667,0.134409,0.172043,0.193548,0.16129,0.204301,0.231183,0.182796,0.16129,0.166667,0.188172,0.241935,0.193548,0.209677,0.172043
第502回,2022-12-23,0.213904,0.160428,0.160428,0.203209,0.15508,0.171123,0.187166,0.187166,0.229947,0.187166,0.181818,0.240642,0.181818,0.197861,0.197861,0.176471,0.208556,0.224599,0.203209,0.181818,0.13369,0.245989,0.165775,0.13369,0.171123,0.192513,0.160428,0.203209,0.229947,0.181818,0.160428,0.165775,0.192513,0.240642,0.192513,0.208556,0.171123
第501回,2022-12-16,0.218085,0.164894,0.159574,0.207447,0.154255,0.170213,0.191489,0.18617,0.228723,0.18617,0.180851,0.244681,0.180851,0.202128,0.196809,0.175532,0.207447,0.223404,0.202128,0.180851,0.132979,0.244681,0.164894,0.132979,0.170213,0.191489,0.159574,0.202128,0.228723,0.180851,0.164894,0.164894,0.191489,0.239362,0.191489,0.207447,0.170213
第500回,2022-12-09,0.216931,0.164021,0.15873,0.206349,0.153439,0.169312,0.190476,0.185185,0.227513,0.185185,0.179894,0.243386,0.179894,0.201058,0.195767,0.174603,0.21164,0.227513,0.201058,0.179894,0.132275,0.243386,0.164021,0.137566,0.169312,0.190476,0.15873,0.201058,0.227513,0.185185,0.169312,0.169312,0.190476,0.238095,0.195767,0.206349,0.169312
第499回,2022-12-02,0.215789,0.163158,0.157895,0.205263,0.157895,0.168421,0.189474,0.184211,0.231579,0.184211,0.178947,0.242105,0.178947,0.205263,0.194737,0.173684,0.210526,0.231579,0.2,0.178947,0.131579,0.242105,0.163158,0.136842,0.168421,0.189474,0.163158,0.2,0.226316,0.184211,0.168421,0.173684,0.189474,0.242105,0.194737,0.205263,0.168421
第498回,2022-11-25,0.21466,0.162304,0.157068,0.204188,0.157068,0.172775,0.188482,0.188482,0.230366,0.183246,0.17801,0.246073,0.17801,0.204188,0.193717,0.172775,0.209424,0.230366,0.198953,0.183246,0.136126,0.240838,0.162304,0.141361,0.167539,0.188482,0.162304,0.198953,0.230366,0.183246,0.167539,0.172775,0.188482,0.240838,0.193717,0.204188,0.167539
第497回,2022-11-18,0.213542,0.161458,0.15625,0.203125,0.15625,0.171875,0.1875,0.1875,0.229167,0.182292,0.177083,0.244792,0.177083,0.203125,0.192708,0.171875,0.208333,0.234375,0.197917,0.1875,0.135417,0.239583,0.161458,0.145833,0.166667,0.192708,0.166667,0.197917,0.229167,0.1875,0.166667,0.171875,0.192708,0.239583,0.192708,0.203125,0.166667
第496回,2022-11-11,0.212435,0.160622,0.15544,0.202073,0.160622,0.170984,0.186528,0.19171,0.227979,0.181347,0.176166,0.243523,0.176166,0.202073,0.196891,0.170984,0.207254,0.238342,0.196891,0.186528,0.134715,0.238342,0.160622,0.145078,0.170984,0.19171,0.170984,0.196891,0.227979,0.186528,0.165803,0.170984,0.19171,0.238342,0.19171,0.207254,0.165803
第495回,2022-11-04,0.21134,0.164948,0.154639,0.201031,0.159794,0.170103,0.185567,0.190722,0.226804,0.180412,0.175258,0.242268,0.175258,0.201031,0.195876,0.175258,0.206186,0.237113,0.201031,0.190722,0.134021,0.242268,0.159794,0.14433,0.170103,0.190722,0.170103,0.195876,0.226804,0.185567,0.164948,0.170103,0.195876,0.237113,0.190722,0.21134,0.164948
第494回,2022-10-28,0.210256,0.164103,0.153846,0.2,0.158974,0.169231,0.189744,0.189744,0.230769,0.179487,0.174359,0.246154,0.174359,0.2,0.194872,0.174359,0.205128,0.235897,0.2,0.189744,0.133333,0.246154,0.158974,0.14359,0.169231,0.189744,0.169231,0.2,0.230769,0.184615,0.164103,0.174359,0.194872,0.235897,0.189744,0.210256,0.164103
第493回,2022-10-21,0.209184,0.163265,0.153061,0.19898,0.163265,0.168367,0.188776,0.188776,0.229592,0.178571,0.173469,0.244898,0.178571,0.204082,0.193878,0.173469,0.204082,0.234694,0.19898,0.193878,0.137755,0.244898,0.158163,0.142857,0.173469,0.188776,0.168367,0.19898,0.229592,0.183673,0.168367,0.173469,0.193878,0.234694,0.188776,0.209184,0.163265
第492回,2022-10-14,0.208122,0.162437,0.152284,0.19797,0.162437,0.167513,0.192893,0.187817,0.228426,0.182741,0.172589,0.248731,0.177665,0.203046,0.19797,0.172589,0.203046,0.233503,0.19797,0.192893,0.137056,0.243655,0.162437,0.142132,0.172589,0.187817,0.167513,0.19797,0.228426,0.182741,0.172589,0.172589,0.192893,0.233503,0.187817,0.208122,0.167513
第491回,2022-10-07,0.207071,0.161616,0.156566,0.19697,0.161616,0.166667,0.191919,0.186869,0.227273,0.181818,0.171717,0.247475,0.176768,0.207071,0.19697,0.171717,0.207071,0.232323,0.19697,0.191919,0.141414,0.247475,0.161616,0.141414,0.171717,0.186869,0.166667,0.19697,0.227273,0.181818,0.171717,0.176768,0.191919,0.232323,0.191919,0.207071,0.166667
第490回,2022-09-30,0.20603,0.160804,0.155779,0.19598,0.160804,0.165829,0.190955,0.18593,0.226131,0.180905,0.170854,0.251256,0.175879,0.211055,0.19598,0.170854,0.20603,0.236181,0.19598,0.190955,0.145729,0.246231,0.165829,0.140704,0.170854,0.18593,0.165829,0.19598,0.231156,0.180905,0.170854,0.175879,0.190955,0.231156,0.190955,0.20603,0.170854
第489回,2022-09-23,0.205,0.16,0.16,0.195,0.16,0.17,0.195,0.185,0.225,0.18,0.17,0.25,0.175,0.21,0.2,0.17,0.205,0.235,0.195,0.19,0.145,0.245,0.165,0.14,0.175,0.185,0.165,0.195,0.235,0.18,0.175,0.175,0.19,0.23,0.19,0.205,0.17
第488回,2022-09-16,0.20398,0.159204,0.164179,0.19403,0.159204,0.169154,0.19403,0.18408,0.223881,0.179104,0.169154,0.248756,0.179104,0.208955,0.199005,0.174129,0.20398,0.238806,0.199005,0.19403,0.144279,0.243781,0.164179,0.139303,0.174129,0.18408,0.164179,0.19403,0.233831,0.179104,0.174129,0.174129,0.189055,0.228856,0.19403,0.20398,0.169154
第487回,2022-09-09,0.20297,0.158416,0.163366,0.193069,0.158416,0.168317,0.193069,0.183168,0.227723,0.183168,0.168317,0.247525,0.183168,0.207921,0.20297,0.173267,0.20297,0.237624,0.19802,0.193069,0.143564,0.242574,0.163366,0.138614,0.173267,0.188119,0.163366,0.193069,0.232673,0.178218,0.173267,0.173267,0.188119,0.232673,0.193069,0.20297,0.173267
第486回,2022-09-02,0.20197,0.157635,0.162562,0.192118,0.157635,0.167488,0.192118,0.187192,0.226601,0.182266,0.167488,0.246305,0.187192,0.206897,0.206897,0.172414,0.20197,0.236453,0.197044,0.192118,0.142857,0.241379,0.167488,0.142857,0.172414,0.187192,0.162562,0.192118,0.231527,0.17734,0.17734,0.172414,0.187192,0.231527,0.197044,0.20197,0.172414
第485回,2022-08-26,0.20098,0.156863,0.161765,0.196078,0.156863,0.171569,0.191176,0.186275,0.22549,0.181373,0.166667,0.245098,0.186275,0.205882,0.205882,0.171569,0.205882,0.235294,0.196078,0.196078,0.142157,0.245098,0.166667,0.147059,0.171569,0.191176,0.161765,0.191176,0.230392,0.176471,0.176471,0.171569,0.186275,0.230392,0.196078,0.20098,0.171569
第484回,2022-08-19,0.204878,0.156098,0.160976,0.2,0.156098,0.17561,0.190244,0.185366,0.229268,0.180488,0.165854,0.243902,0.190244,0.204878,0.204878,0.170732,0.204878,0.234146,0.195122,0.195122,0.141463,0.24878,0.165854,0.146341,0.170732,0.190244,0.160976,0.190244,0.229268,0.17561,0.180488,0.170732,0.185366,0.229268,0.195122,0.2,0.170732
第483回,2022-08-12,0.203883,0.160194,0.160194,0.199029,0.15534,0.174757,0.18932,0.184466,0.228155,0.179612,0.169903,0.242718,0.18932,0.203883,0.203883,0.169903,0.203883,0.23301,0.194175,0.199029,0.140777,0.247573,0.169903,0.145631,0.174757,0.18932,0.160194,0.18932,0.228155,0.174757,0.179612,0.169903,0.184466,0.228155,0.194175,0.203883,0.174757
第482回,2022-08-05,0.202899,0.164251,0.15942,0.198068,0.15942,0.173913,0.188406,0.183575,0.227053,0.178744,0.169082,0.241546,0.188406,0.207729,0.207729,0.169082,0.207729,0.231884,0.198068,0.198068,0.140097,0.246377,0.169082,0.144928,0.173913,0.188406,0.15942,0.188406,0.227053,0.173913,0.178744,0.169082,0.183575,0.227053,0.193237,0.207729,0.173913
第481回,2022-07-29,0.206731,0.163462,0.158654,0.197115,0.158654,0.173077,0.1875,0.182692,0.225962,0.182692,0.168269,0.240385,0.192308,0.211538,0.206731,0.173077,0.206731,0.230769,0.197115,0.197115,0.139423,0.245192,0.168269,0.144231,0.177885,0.1875,0.163462,0.1875,0.225962,0.173077,0.177885,0.168269,0.182692,0.225962,0.192308,0.206731,0.173077
第480回,2022-07-22,0.205742,0.162679,0.157895,0.196172,0.157895,0.172249,0.186603,0.181818,0.22488,0.186603,0.167464,0.239234,0.196172,0.210526,0.205742,0.172249,0.205742,0.229665,0.200957,0.196172,0.143541,0.244019,0.167464,0.143541,0.177033,0.191388,0.162679,0.186603,0.22488,0.177033,0.177033,0.167464,0.181818,0.22488,0.191388,0.210526,0.172249
第479回,2022-07-15,0.204762,0.161905,0.157143,0.195238,0.157143,0.171429,0.185714,0.185714,0.22381,0.185714,0.171429,0.238095,0.2,0.209524,0.204762,0.171429,0.204762,0.233333,0.2,0.195238,0.142857,0.242857,0.166667,0.147619,0.17619,0.190476,0.161905,0.185714,0.22381,0.180952,0.180952,0.166667,0.180952,0.22381,0.190476,0.209524,0.171429
第478回,2022-07-08,0.203791,0.161137,0.156398,0.194313,0.156398,0.175355,0.184834,0.189573,0.222749,0.184834,0.175355,0.236967,0.203791,0.208531,0.203791,0.175355,0.203791,0.232227,0.199052,0.199052,0.14218,0.241706,0.165877,0.146919,0.175355,0.189573,0.161137,0.184834,0.222749,0.180095,0.180095,0.170616,0.180095,0.222749,0.189573,0.208531,0.170616
第477回,2022-07-01,0.20283,0.165094,0.15566,0.193396,0.160377,0.174528,0.183962,0.188679,0.226415,0.183962,0.174528,0.235849,0.20283,0.207547,0.20283,0.174528,0.20283,0.231132,0.20283,0.198113,0.141509,0.240566,0.165094,0.146226,0.179245,0.188679,0.160377,0.183962,0.221698,0.179245,0.179245,0.174528,0.179245,0.221698,0.188679,0.207547,0.174528
第476回,2022-06-24,0.201878,0.164319,0.15493,0.197183,0.159624,0.173709,0.187793,0.187793,0.230047,0.183099,0.173709,0.234742,0.201878,0.206573,0.206573,0.173709,0.201878,0.230047,0.201878,0.197183,0.140845,0.244131,0.164319,0.150235,0.178404,0.187793,0.159624,0.183099,0.220657,0.178404,0.183099,0.173709,0.178404,0.220657,0.187793,0.206573,0.173709
第475回,2022-06-17,0.205607,0.168224,0.154206,0.196262,0.158879,0.172897,0.186916,0.186916,0.228972,0.182243,0.172897,0.233645,0.200935,0.205607,0.205607,0.172897,0.200935,0.228972,0.200935,0.196262,0.140187,0.247664,0.163551,0.154206,0.17757,0.191589,0.158879,0.182243,0.219626,0.17757,0.186916,0.172897,0.17757,0.219626,0.186916,0.205607,0.17757
第474回,2022-06-10,0.204651,0.167442,0.15814,0.195349,0.15814,0.172093,0.186047,0.186047,0.227907,0.181395,0.172093,0.232558,0.2,0.204651,0.204651,0.172093,0.204651,0.227907,0.204651,0.195349,0.144186,0.246512,0.162791,0.15814,0.176744,0.190698,0.15814,0.181395,0.218605,0.176744,0.186047,0.176744,0.176744,0.223256,0.186047,0.204651,0.176744
第473回,2022-06-03,0.203704,0.166667,0.157407,0.194444,0.157407,0.175926,0.185185,0.185185,0.226852,0.180556,0.175926,0.231481,0.199074,0.203704,0.203704,0.171296,0.203704,0.226852,0.203704,0.194444,0.148148,0.24537,0.162037,0.162037,0.175926,0.189815,0.157407,0.185185,0.217593,0.175926,0.185185,0.175926,0.180556,0.222222,0.185185,0.203704,0.180556
第472回,2022-05-27,0.202765,0.165899,0.156682,0.193548,0.16129,0.175115,0.18894,0.18894,0.225806,0.179724,0.175115,0.230415,0.198157,0.202765,0.202765,0.170507,0.202765,0.225806,0.202765,0.193548,0.147465,0.24424,0.16129,0.16129,0.175115,0.18894,0.156682,0.184332,0.21659,0.175115,0.184332,0.179724,0.184332,0.225806,0.184332,0.207373,0.179724
第471回,2022-05-20,0.201835,0.165138,0.16055,0.192661,0.165138,0.174312,0.192661,0.192661,0.224771,0.178899,0.178899,0.229358,0.197248,0.201835,0.201835,0.169725,0.201835,0.224771,0.206422,0.192661,0.146789,0.243119,0.16055,0.16055,0.174312,0.188073,0.155963,0.183486,0.215596,0.174312,0.183486,0.178899,0.183486,0.229358,0.183486,0.206422,0.178899
第470回,2022-05-13,0.200913,0.16895,0.164384,0.191781,0.164384,0.173516,0.191781,0.191781,0.228311,0.178082,0.178082,0.228311,0.196347,0.200913,0.200913,0.173516,0.200913,0.223744,0.205479,0.191781,0.146119,0.242009,0.159817,0.159817,0.173516,0.187215,0.159817,0.182648,0.214612,0.173516,0.182648,0.182648,0.182648,0.228311,0.182648,0.210046,0.178082
第469回,2022-05-06,0.204545,0.168182,0.163636,0.190909,0.163636,0.177273,0.190909,0.195455,0.227273,0.177273,0.177273,0.227273,0.2,0.2,0.2,0.177273,0.2,0.222727,0.204545,0.190909,0.145455,0.240909,0.159091,0.159091,0.172727,0.186364,0.159091,0.181818,0.213636,0.177273,0.181818,0.181818,0.186364,0.227273,0.181818,0.209091,0.177273
第468回,2022-04-29,0.20362,0.167421,0.167421,0.190045,0.162896,0.176471,0.190045,0.19457,0.226244,0.176471,0.176471,0.230769,0.199095,0.199095,0.20362,0.180995,0.199095,0.221719,0.20362,0.190045,0.144796,0.239819,0.158371,0.158371,0.176471,0.18552,0.158371,0.180995,0.217195,0.176471,0.180995,0.180995,0.18552,0.226244,0.180995,0.208145,0.180995
第467回,2022-04-22,0.202703,0.166667,0.166667,0.189189,0.162162,0.175676,0.193694,0.198198,0.225225,0.175676,0.18018,0.22973,0.202703,0.202703,0.202703,0.18018,0.198198,0.220721,0.202703,0.189189,0.144144,0.238739,0.157658,0.157658,0.175676,0.189189,0.157658,0.18018,0.216216,0.18018,0.18018,0.18018,0.184685,0.225225,0.18018,0.207207,0.18018
第466回,2022-04-15,0.201794,0.165919,0.165919,0.188341,0.165919,0.179372,0.192825,0.201794,0.224215,0.174888,0.179372,0.2287,0.201794,0.206278,0.206278,0.179372,0.197309,0.219731,0.201794,0.188341,0.143498,0.237668,0.156951,0.156951,0.179372,0.188341,0.156951,0.179372,0.219731,0.179372,0.179372,0.179372,0.183857,0.224215,0.179372,0.206278,0.179372
第465回,2022-04-08,0.205357,0.165179,0.165179,0.191964,0.169643,0.178571,0.191964,0.200893,0.223214,0.174107,0.178571,0.227679,0.205357,0.205357,0.205357,0.178571,0.196429,0.21875,0.200893,0.1875,0.142857,0.236607,0.15625,0.15625,0.178571,0.1875,0.160714,0.178571,0.21875,0.178571,0.183036,0.178571,0.183036,0.223214,0.183036,0.205357,0.178571
第464回,2022-04-01,0.204444,0.164444,0.164444,0.191111,0.168889,0.177778,0.195556,0.204444,0.222222,0.173333,0.177778,0.226667,0.208889,0.204444,0.204444,0.177778,0.2,0.217778,0.2,0.186667,0.142222,0.235556,0.155556,0.155556,0.177778,0.186667,0.16,0.177778,0.217778,0.182222,0.182222,0.182222,0.182222,0.222222,0.182222,0.208889,0.177778
第463回,2022-03-25,0.20354,0.163717,0.168142,0.190265,0.168142,0.176991,0.199115,0.20354,0.221239,0.172566,0.176991,0.225664,0.212389,0.20354,0.20354,0.181416,0.199115,0.216814,0.20354,0.185841,0.141593,0.234513,0.154867,0.159292,0.176991,0.185841,0.159292,0.176991,0.216814,0.185841,0.181416,0.181416,0.181416,0.221239,0.181416,0.207965,0.176991
第462回,2022-03-18,0.202643,0.162996,0.167401,0.189427,0.167401,0.176211,0.202643,0.202643,0.220264,0.171806,0.180617,0.22467,0.211454,0.202643,0.202643,0.180617,0.198238,0.215859,0.202643,0.185022,0.140969,0.23348,0.154185,0.162996,0.176211,0.185022,0.162996,0.176211,0.220264,0.185022,0.180617,0.180617,0.180617,0.22467,0.185022,0.207048,0.176211
第461回,2022-03-11,0.201754,0.166667,0.166667,0.188596,0.166667,0.175439,0.201754,0.201754,0.219298,0.171053,0.179825,0.223684,0.214912,0.201754,0.201754,0.179825,0.197368,0.214912,0.20614,0.184211,0.140351,0.236842,0.153509,0.162281,0.175439,0.184211,0.162281,0.175439,0.219298,0.184211,0.179825,0.184211,0.179825,0.223684,0.188596,0.20614,0.179825
第460回,2022-03-04,0.200873,0.165939,0.165939,0.187773,0.170306,0.179039,0.200873,0.200873,0.222707,0.170306,0.179039,0.222707,0.213974,0.200873,0.200873,0.179039,0.196507,0.213974,0.20524,0.183406,0.139738,0.235808,0.157205,0.161572,0.174672,0.183406,0.165939,0.179039,0.218341,0.187773,0.179039,0.183406,0.179039,0.222707,0.187773,0.20524,0.179039
第459回,2022-02-25,0.2,0.169565,0.165217,0.191304,0.169565,0.178261,0.204348,0.204348,0.221739,0.173913,0.178261,0.221739,0.213043,0.2,0.2,0.178261,0.195652,0.213043,0.204348,0.186957,0.13913,0.234783,0.156522,0.16087,0.173913,0.182609,0.165217,0.178261,0.221739,0.186957,0.178261,0.182609,0.178261,0.221739,0.186957,0.204348,0.178261
第458回,2022-02-18,0.199134,0.168831,0.164502,0.190476,0.168831,0.177489,0.207792,0.203463,0.220779,0.17316,0.181818,0.225108,0.212121,0.203463,0.199134,0.177489,0.194805,0.212121,0.207792,0.186147,0.142857,0.233766,0.155844,0.160173,0.17316,0.181818,0.164502,0.177489,0.220779,0.186147,0.177489,0.181818,0.181818,0.220779,0.186147,0.203463,0.177489
第457回,2022-02-11,0.198276,0.168103,0.163793,0.189655,0.168103,0.176724,0.211207,0.202586,0.219828,0.172414,0.181034,0.224138,0.211207,0.206897,0.198276,0.176724,0.193966,0.211207,0.211207,0.185345,0.142241,0.232759,0.155172,0.159483,0.172414,0.181034,0.168103,0.176724,0.219828,0.185345,0.181034,0.181034,0.181034,0.219828,0.189655,0.206897,0.176724
第456回,2022-02-04,0.197425,0.167382,0.16309,0.188841,0.167382,0.175966,0.2103,0.201717,0.223176,0.171674,0.180258,0.223176,0.2103,0.206009,0.201717,0.175966,0.197425,0.214592,0.2103,0.184549,0.141631,0.236052,0.154506,0.158798,0.175966,0.180258,0.167382,0.175966,0.218884,0.184549,0.184549,0.180258,0.180258,0.218884,0.188841,0.206009,0.175966
第455回,2022-01-28,0.200855,0.166667,0.162393,0.188034,0.17094,0.175214,0.209402,0.205128,0.222222,0.17094,0.179487,0.222222,0.209402,0.205128,0.205128,0.175214,0.196581,0.217949,0.209402,0.183761,0.141026,0.235043,0.153846,0.15812,0.175214,0.183761,0.166667,0.175214,0.217949,0.183761,0.183761,0.179487,0.179487,0.217949,0.188034,0.209402,0.175214
